SIM,Es,Mss,Md,Msl,Ms,Mf,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
1456,35,2,7,1,0.7,sqrt,87.64246535065041,84.73905723905723,88.00046473196339,85.3998230969877
1457,35,2,7,1,0.7,log2,87.68516997698491,84.85317922817923,88.01821887617606,85.46525895836801
1458,35,2,7,1,0.9,sqrt,87.94142815139256,84.68191530691531,88.23914797051268,85.29102130869288
1459,35,2,7,1,0.9,log2,87.82754914783384,84.90999740999742,88.13445640509994,85.4728140708352
1460,35,2,7,3,0.7,sqrt,86.8452210765378,84.85285547785548,87.28938461953322,85.52159600471525
1461,35,2,7,3,0.7,log2,87.00179456763087,84.68191530691531,87.42875903006934,85.28129740292411
1462,35,2,7,3,0.9,sqrt,87.2438077277935,85.08093758093759,88.1491901997267,86.33163502900187
1463,35,2,7,3,0.9,log2,87.11569384878993,85.59359621859622,88.55861443493144,87.3348408611343
1464,35,2,8,1,0.7,sqrt,88.04104186310593,85.08077570577571,88.81982776869513,86.2950855095589
1465,35,2,8,1,0.7,log2,88.1407265464205,84.56795519295518,88.41162573830894,85.07815712843329
1466,35,2,8,1,0.9,sqrt,88.1976457705995,84.73921911421911,88.94496668275605,85.93473159973011
1467,35,2,8,1,0.9,log2,88.39702527602883,85.19473581973583,89.10991624247157,86.30650290709745
1468,35,2,8,3,0.7,sqrt,87.18686822601414,84.90967365967366,87.56949704147878,85.55584061911665
1469,35,2,8,3,0.7,log2,87.01601930427552,85.47963610463609,88.4771580983067,87.22114902461546
1470,35,2,8,3,0.9,sqrt,87.40043191288743,84.68191530691531,87.74859434269798,85.30310822692039
1471,35,2,8,3,0.9,log2,87.229593129949,85.02363377363376,87.59592863142653,85.63651945284782
1472,35,2,9,1,0.7,sqrt,88.2404315073354,85.08109945609945,88.95739664216616,86.19699983350048
1473,35,2,9,1,0.7,log2,88.43971976356319,84.45448070448069,88.67154667381045,85.04648962485592
1474,35,2,9,1,0.9,sqrt,88.72442741126015,84.45415695415696,88.456975593084,84.39701835604907
1475,35,2,9,1,0.9,log2,88.69601849317152,85.19522144522143,89.36391081243832,86.31133765393166
1476,35,2,9,3,0.7,sqrt,87.15840861392464,85.25171587671586,87.52828353796065,85.90043965185245
1477,35,2,9,3,0.7,log2,87.14415346087945,85.08109945609945,88.04821306186,86.32353392340953
1478,35,2,9,3,0.9,sqrt,87.37193174559724,85.13791763791764,88.2500072283571,86.24490372602536
1479,35,2,9,3,0.9,log2,87.50009631860166,85.08109945609945,88.35253059565238,86.26577213414002
1480,35,2,10,1,0.7,sqrt,88.5678539201671,85.08077570577571,89.25352947199296,86.26154382496225
1481,35,2,10,1,0.7,log2,88.63899788099077,84.79619917119918,89.31744695986401,85.9369815015885
1482,35,2,10,1,0.9,sqrt,89.12305461771653,84.05578218078219,88.8159292505555,83.98706997848798
1483,35,2,10,1,0.9,log2,89.05188024049234,84.85350297850299,89.66947818897714,85.95076326188622
1484,35,2,10,3,0.7,sqrt,87.11570398759012,84.9674630924631,88.03685953864226,86.22368855613354
1485,35,2,10,3,0.7,log2,87.18684794841379,85.02379564879566,88.08236406405594,86.22377151889451
1486,35,2,10,3,0.9,sqrt,87.50009631860165,85.02395752395753,88.35372092575192,86.19337727856818
1487,35,2,10,3,0.9,log2,87.45736127586662,84.85301735301735,87.79591590992786,85.46231888969609
1488,35,2,11,1,0.7,sqrt,88.78140746824022,85.13807951307952,89.9062924399059,86.82685561194428
1489,35,2,11,1,0.7,log2,88.86680658210906,84.7960372960373,89.51293728003785,85.96751224834142
1490,35,2,11,1,0.9,sqrt,89.33662844339001,84.9108067858068,90.36510208355188,86.59029926152192
1491,35,2,11,1,0.9,log2,89.3793432085247,84.39750064750065,89.49368790843482,84.84567886985236
1492,35,2,11,3,0.7,sqrt,87.07291825085419,85.65025252525253,88.01259496418584,86.71618347015357
1493,35,2,11,3,0.7,log2,87.41467692713245,85.19489769489769,88.2883075343399,86.42773692946253
1494,35,2,11,3,0.9,sqrt,87.5570054039805,84.96681559181557,88.39165504470357,86.18145147366135
1495,35,2,11,3,0.9,log2,87.57128083462602,85.19489769489769,88.40801144073218,86.40479920253193
1496,35,2,12,1,0.7,sqrt,88.92374608388843,84.34052059052061,89.0859907084853,84.86169311772953
1497,35,2,12,1,0.7,log2,88.92376636148877,84.6820771820772,89.56069337858631,85.84395892410767
1498,35,2,12,1,0.9,sqrt,89.37933306972452,84.11308598808598,89.9428878681109,85.19982053095603
1499,35,2,12,1,0.9,log2,89.42202755725887,84.11260036260035,89.54135488263478,84.57085067242525
1500,35,2,12,3,0.7,sqrt,87.14416359967962,85.25187775187776,88.05194743685803,86.43937438198854
1501,35,2,12,3,0.7,log2,87.40039135768673,84.7960372960373,87.75533738287929,85.39883233103691
1502,35,2,12,3,0.9,sqrt,87.38614634344172,84.45415695415696,87.22231233446071,84.4559338183126
1503,35,2,12,3,0.9,log2,87.47158601251128,84.73905723905723,88.3227128906175,85.97015107864905
1504,35,2,13,1,0.7,sqrt,89.19426955014144,83.88468013468014,88.86405748004314,83.80599891181365
1505,35,2,13,1,0.7,log2,89.10885015867223,84.16941854441855,89.25258100695346,84.72653012460569
1506,35,2,13,1,0.9,sqrt,89.5074368099279,84.34052059052058,90.05664740446824,85.40161378564497
1507,35,2,13,1,0.9,log2,89.43626243270373,84.16990416990417,89.99707009627184,85.26559900923202
